Job Title,Company,Location,Salary($),Job-Type,Job-Description,Raw_Link
Investment Copy Analyst,Marcus & Millichap,"Hybrid work in Phoenix, AZ",Not Provided,Full-time,"The Investment Copy Analyst position is a corporate-level non-exempt position reporting to the Senior Manager of Property Marketing.
Knowledge of CoStar a plus.",https://www.indeed.com/rc/clk?jk=527f09ac9cbccebc&bb=TKaIQUB_g7MlDTUByuypimn0GbB3UDSCNOdRaxsozI5c6H0cix85Q52TdvrnfwVMqy08kZhR0lZ7onDOIGhbdugbRwLtqAEAYTk2qUePMh8qmBzybGTozZu_xAQvsBJm&xkcb=SoBM67M3-sejZq6pFB0DbzkdCdPP&fccid=7b5246453e034b1a&vjs=3
Apex.AI General Interest,Apex.AI,"Hybrid work in Palo Alto, CA",Not Provided,Not Provided,"Candidates must be located in either Germany, Gothenburg, Sweden, Japan or Korea and must currently possess work authorization for those countries, respectively…",https://www.indeed.com/rc/clk?jk=efb9841df4808309&bb=TKaIQUB_g7MlDTUByuypilhvJVwj8clo7brjEanBGxm1ZOXWGHVlEULq4cGrQ5jbIQyWIPVOxCKXfI0OyG_sKweZSR-fnFYZDaMdyKyNw-1okGx2D2zcfidu-ebQ1Y84&xkcb=SoD467M3-sejZq6pFB0CbzkdCdPP&fccid=d17f0e14b25f83b7&vjs=3
Lead Python Developer - Generative AI,S&P Global,"Remote in Austin, TX 73301",Not Provided,Not Provided,"Grade Level (for internal use): 11.
The ideal candidate will have a strong background in software development, deep learning, and AI model training and…",https://www.indeed.com/rc/clk?jk=2c69aaa611974c71&bb=TKaIQUB_g7MlDTUByuypilR7jv7aUsb_zDD-P0vHAnxTQykXbea2cj_f9XpQXpRFg6Q4gJHW5VTif4bVGKkKXQMXLBk0CkzYHOJhhVk6T-zU571VRpY5o7vNiJ2HPMj1&xkcb=SoBf67M3-sejZq6pFB0HbzkdCdPP&fccid=b716e44d2c6283e7&vjs=3
AI LLM Tech Lead,Mizuho Americas,"Hybrid work in New York, NY","$105,000 - $150,000 a year",Full-time,"As a Technical Lead, you will play a pivotal role in driving the development, implementation, and optimization of cutting-edge AI solutions leveraging…",https://www.indeed.com/rc/clk?jk=870f796de5fb92cc&bb=TKaIQUB_g7MlDTUByuypijcW2u7XPhrpqsjr74T7lyQztMK4ywA6x3dGT9n5MlobJ1le3KR2RzWJgETw5TDc51ircuXKWesjn8HRVeLkEV_mys4FgZRhYvodDT5PFDMX&xkcb=SoDC67M3-sejZq6pFB0EbzkdCdPP&fccid=bfdc70cb06403869&vjs=3
Python ML Framework Engineer,"Advanced Micro Devices, Inc","Bellevue, WA 98007 (Crossroads area)",Not Provided,Not Provided,"As a specialist in high-performance AI accelerators, your primary responsibility is to innovate and optimize software frameworks that enhance the speed,…",https://www.indeed.com/rc/clk?jk=51749fd7e0d8a410&bb=TKaIQUB_g7MlDTUByuypipRnfAm0tUJDMHLWNBqBApkA8RLsXzgrSjNsyJmXn09dvGH7QFCy79ztG_2CWlEvVRdm7x9Zw0l980CZQ1V-Mrxh9Lo4nV6fB70qM9eMCzNf&xkcb=SoBR67M3-sejZq6pFB0abzkdCdPP&fccid=b45c4b5a9c9a7448&vjs=3
Adjunct Faculty – Health Informatics,MCPHS,Remote,Not Provided,Not Provided,"Subject matter may include health data analytics, database management, artificial intelligence in healthcare, and/or health data science.",https://www.indeed.com/rc/clk?jk=101282cbaea1a486&bb=TKaIQUB_g7MlDTUByuypitRonwb5gDBRVRYpf9MtQhJXQGCiEweeZT6U5up1a4za7JMk8qszw1Ua36BzCJterKvYgyt3_tZvcNps4jFBRB5nyxTdt42cTWjSUhfX_lrv&xkcb=SoDM67M3-sejZq6pFB0ZbzkdCdPP&fccid=e4d8aa4d39a3c80f&vjs=3
Customer Care Manager,Brooks Brothers,"New York, NY 10001 (Garment District area)",Not Provided,Not Provided,The Customer Care Manager will be responsible for owning the day-to-day management of a customer care team that supports a major airline’s uniforms program.,https://www.indeed.com/rc/clk?jk=7ec7b97c8fa3b7ce&bb=TKaIQUB_g7MlDTUByuypiv5KhTtkLgAjgkMdDXW7mw75ssXWbTbEzecYyx4p258MCgV-r497e_iSIgSTLuiAU2YHvkyMUtuMdkrgnybJIWiGsQpl-yFx6DA3iOtqKtcg&xkcb=SoD267M3-sejZq6pFB0fbzkdCdPP&fccid=22459122a7f9293e&vjs=3
NLP / Machine Learning Researcher,Lenovo,"Hybrid work in Morrisville, NC",Not Provided,Not Provided,"In this role, you will be responsible for or involved in:
End-to-end multi-stage data pipeline, which includes SFT data, RLHF data design, creation, cleaning,…",https://www.indeed.com/rc/clk?jk=43d3026212c3bb55&bb=TKaIQUB_g7MlDTUByuypihF2hcRzj3-d7KE-xS9-TDhPqVvWEkJdRIu7uJmYc75rOcc13WSZeXlae0LiVkrc0uueVVp-GfsBTF0ESUFmVQ7xOOmsa96xcw%3D%3D&xkcb=SoDf67M3-sejZq6pFB0dbzkdCdPP&fccid=af103eaff391cdf0&vjs=3
Chief Analytics Officer,Health Intelligence company LLC,"Remote in Chicago, IL",Not Provided,Not Provided,"Highly knowledgeable in cloud-based data and analytic technology, including coding languages (e.g., Python, Spark), data platforms (e.g., Databricks, Snowflake,…",https://www.indeed.com/rc/clk?jk=f9f82fd16710c731&bb=TKaIQUB_g7MlDTUByuypimWjZ8r_Y0dse3uTpMP_c1-2NJVgm5bZZIUlXgbMYPnf5oKJOelP28yhEEd1C-xVN8W5me0W_FcIG6FaQRar7L5Q8DiwugmYRwLVH8Q1Rp5z&xkcb=SoBr67M3-sejZq6pFB0cbzkdCdPP&fccid=ab71bd2941762cbb&vjs=3
"Senior Applied Scientist, AI (FULLY REMOTE-USA)",Splunk,Remote,"$139,840 - $192,280 a year",Full-time,"As a Senior Applied Scientist in the Artificial Intelligence group, you will be responsible for developing the core AI/ML capabilities to power the entire…",https://www.indeed.com/rc/clk?jk=c0c76019b28493db&bb=TKaIQUB_g7MlDTUByuypihNsXyg3ZTTJW3m2QyID_Kf7IX18DIhDX4Oto8u_YoXXWyPDnePMjXSRZlYdPiuCObsV4sIww9H4vn-Qm9nK-X7ghEeKByJfiA%3D%3D&xkcb=SoCC67M3-sejZq6pFB0TbzkdCdPP&fccid=aef928e89977f7f0&vjs=3
"Principal Content Strategist, Amazon Devices and Services",Amazon.com Services LLC,"Seattle, WA","$153,000 - $252,900 a year",Full-time,"10+ years of professional non-internship marketing experience.
Experience building, executing and scaling cross-functional marketing programs.",https://www.indeed.com/rc/clk?jk=f7eff539ce37bc2e&bb=TKaIQUB_g7MlDTUByuypio_y4TkhOKLiefmAZK_Yd780slfsvUw82GdXQhL3ubbFCTrc9hThx9X1jD5stoQZCYCrat5SP3wXcIdgwwU_I1YeyO03ZQ9SIg%3D%3D&xkcb=SoA267M3-sejZq6pFB0SbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3
Contact Center AI Specialist,Empyrean Benefit Solutions,"Hybrid work in Houston, TX 77042",Not Provided,Full-time,"As a member of the Enterprise Technical Services team, a Contact Center AI Support Specialist is a professional responsible for understanding, implementing, and…",https://www.indeed.com/rc/clk?jk=9153c23ca5a423e4&bb=TKaIQUB_g7MlDTUByuypirMLrso3rE-ArgByTeRSqvAV4_YECiF3hzgkJcgd5dZEyOmHPHGKtXG1jmXoqOg_SvPoRi8Zdq0NU10sLcurLOtfZJqHcRpz_w%3D%3D&xkcb=SoCr67M3-sejZq6pFB0RbzkdCdPP&fccid=89620ba60243ed30&vjs=3
Principal Data Scientist,Cambium Learning Group,Remote,Not Provided,Not Provided,The Principal Data Scientist is responsible for leading the research and development of state-of-the-art machine learning and artificial intelligence approaches…,https://www.indeed.com/rc/clk?jk=9f6749771d6ba2d3&bb=TKaIQUB_g7MlDTUByuypio_y4TkhOKLi2OT-Lah3MkULVMReOVVXuUhACv_U-pHTFAIrH8Y4ChLDwWPVl98X-JkHVTPT9jMtmxgZwYCM2nIJecvyC6qGqk3gGJtiQPzB&xkcb=SoAf67M3-sejZq6pFB0QbzkdCdPP&fccid=ce8c5c4d60bb4cad&vjs=3
Power Platform Developer,Workforce Opportunity Services,"Charlotte, NC",$56 an hour,Full-time,"The Microsoft Power Platform Developer will be responsible for designing, developing, and implementing high-quality applications using Microsoft Power Platform.",https://www.indeed.com/rc/clk?jk=b5e38e325252ed08&bb=TKaIQUB_g7MlDTUByuypikdgxzfKjt5o7xnkSAx8tcqtraUdwon7Dnhl7s7MJrCdedPcBcj6Xx48w7_P7KqEDPETk5tat6wydvFkHUJtsS4qbnDirovxkPa-C7MjrZ7F&xkcb=SoCR67M3-sejZq6pFB0XbzkdCdPP&fccid=a1b85e534042e7c0&vjs=3
Lead Data Scientist,Motorola Solutions,Remote in Illinois,Not Provided,Full-time,"The Sr. Data Scientist will lead the data science function in the Devices Software Building Block team.
He/She will work with our engineering, product, sales,…",https://www.indeed.com/rc/clk?jk=7b53d462999abe50&bb=TKaIQUB_g7MlDTUByuypilsBWJEPCBWkqqV2z3JengmULUBgZrMrI_wWcL2A_80KA_6SOxa992Th5qeexm5pS1WwfIQMnezwlbXGlVQ1GgFIsAwr2x-19Q%3D%3D&xkcb=SoAl67M3-sejZq6pFB0WbzkdCdPP&fccid=22ec6ef3cc441ac2&vjs=3
