Job Title,Company,Location,Salary($),Job-Type,Job-Description,Raw_Link
Executive Personal Assistant,Protogon Research,"Menlo Park, CA",Not Provided,Not Provided,"The ideal candidate should be within a commutable distance of Menlo Park.
Maximize Efficiency: Streamline the daily schedule of our CEO, ensuring optimal…",https://www.indeed.com/rc/clk?jk=8cd74c55f3ce54f1&bb=97RZInC45rc9cXvZu3QKC5BNBujHwCVSggxkmuAAnlWK4lagTYvbkyCnH_W6L1t-Imuolhpght50ukXwcONOBRnVqaa00ZGB7XvelBAs_t8wpYsnucII39xTQQXtjjZA&xkcb=SoDz67M3-uklW_XRih0LbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Research Assistant,Virginia Tech,"Blacksburg, VA",$15 - $25 an hour,Part-time,The Department of Computer Science and Professor Yan Chen seek an up and coming web developer to assist with current research projects and initiatives.,https://www.indeed.com/rc/clk?jk=57488c456ca49789&bb=97RZInC45rc9cXvZu3QKC-9W9OApUY8lQCleAKtiBtBpnJyNsDbhoatZRIL2aM78qN1SNbDgBul_jxfB1x2HE18HHod0dW_ctqVitddxuTQHIcSHucCZ1NVzRT5QWo3I&xkcb=SoBH67M3-uklW_XRih0KbzkdCdPP&fccid=838875e9df57e8c2&vjs=3
ML Science Manager,Abridge,"Remote in New York, NY","$250,000 - $300,000 a year",Full-time,"Our enterprise-grade technology transforms patient-clinician conversations into structured clinical notes in real-time, with deep EMR integrations.",https://www.indeed.com/rc/clk?jk=c80dadea504899f9&bb=97RZInC45rc9cXvZu3QKC4mtnuY8OgsC1CPP692zts-iCIILlVquby1lpM0AFz_C5oILEO_cqJnII9UhYo9pPXOcJRyEMUuOrzN3rzQudnYBc0j3o2_97LFarpvM9f80&xkcb=SoDa67M3-uklW_XRih0JbzkdCdPP&fccid=5b2e61563c231592&vjs=3
TheGamer | Gaming Tech Writer,TheGamer,Remote,Not Provided,Full-time +1,"TheGamer.com is looking for a Gaming Tech Writer to boost our coverage as part of the affiliates initiative, covering content such as Buyer’s Guides, Reviews,…",https://www.indeed.com/rc/clk?jk=ed361b6ee1e74a6e&bb=97RZInC45rc9cXvZu3QKCw9QwL1tElcm0VOUXtmKThUmqjOoXQu2yU2KpNF1sL0TdxZP5-1jpbBfeiUaTdkB0sqAVOpgyRsPi304BzZhBCLs4zh49_WMLUnbSKTNHPQj&xkcb=SoBu67M3-uklW_XRih0IbzkdCdPP&fccid=268ccc0f69b776be&vjs=3
Senior People Data Scientist,Workhuman,"Hybrid work in Framingham, MA",Not Provided,Full-time,"This is a hybrid role, requiring presence in our Framingham office at least two times per week.
Across our people analytics and data science engagements with…",https://www.indeed.com/rc/clk?jk=f787544be54285f6&bb=97RZInC45rc9cXvZu3QKC07v0QX7bRjwKeU6yT9xliJE36Hyij3N5f2DxwV65VFniYZixDgrzvAHZ3RxzpM55iaeFSra8883m7nu47Jl9dytdOUQeZ8Etriun4_ZVBq3&xkcb=SoDg67M3-uklW_XRih0PbzkdCdPP&fccid=2ee5d5861035d939&vjs=3
"Director, Product Marketing",Automation Anywhere,Remote,Not Provided,Not Provided,"The company’s Automation Success Platform is infused with generative AI and offers process discovery, RPA, end-to-end process orchestration, document processing…",https://www.indeed.com/rc/clk?jk=849390c34c91459f&bb=97RZInC45rc9cXvZu3QKCzp387Tg69Qnxz9thBXhwGrgblwXqKyUuoi9cq8m4qz28CX3ck7fc1G8X21T3qXKG2jJoohbjSPjD6itSUmDvodKS72_5BOSbFhVY_9snfsZ&xkcb=SoBU67M3-uklW_XRih0ObzkdCdPP&fccid=ab744513af386474&vjs=3
"Director of Product, U-Assist",Uniphore,"Palo Alto, CA","$226,100 - $310,900 a year",Full-time,"Uniphore infuses AI into every part of the enterprise that impacts the customer.
As Director, Product Management for Conversational Agent Assist you are…",https://www.indeed.com/rc/clk?jk=cc452c9c46fa4e4f&bb=97RZInC45rc9cXvZu3QKC0t3hY-aUJs7ZQGKbGfKIPD2BFqQA0CsawXk6huzMDx6vhzHQEfXvtVbP9aE68I8KPL1fzYsT_WojKw7wpVrSBAeU7euTzzF_fcZxPurgA1a&xkcb=SoDJ67M3-uklW_XRih0NbzkdCdPP&fccid=34f8c7d77241eaa8&vjs=3
Founding Product Designer,Recruiting From Scratch,Remote,Not Provided,Not Provided,"They are building a data-centric AI to help companies improve quality of their datasets and fix issues with them.
Role Type: In Person or Remote.",https://www.indeed.com/rc/clk?jk=719a869ab626c09d&bb=97RZInC45rc9cXvZu3QKC91OjJTlYGvA_SPDXyZcT46LJHrY01n0hlIZFUHG6e6L6AsMM-g6-6h3HJnDdlf_AIoBth-VjHwluXwTTsbrTI8dF0bjcobaf0Mpn1tmWREg&xkcb=SoB967M3-uklW_XRih0MbzkdCdPP&fccid=09e02654c2f26bbd&vjs=3
AI Engineer,Cornerstone Defense,"Bethesda, MD",Not Provided,Not Provided,"View all Cornerstone Defense jobs in Bethesda, MD - Bethesda jobs - Engineer jobs in Bethesda, MDSalary Search: AI Engineer salaries in Bethesda, MDSee popular questions & answers about Cornerstone Defense",https://www.indeed.com/rc/clk?jk=61b528624c24ea78&bb=97RZInC45rc9cXvZu3QKCyMojGcnjXqYDCJkRHQANIszsPFPBCHTtW5nxelPJjIW0O8vxera5DTb9gaOv1Iirbq8XUwIiNPjooKRqQkHYLswtprrnlrIdSqxdehcHp89&xkcb=SoCU67M3-uklW_XRih0DbzkdCdPP&fccid=c4dad3c95358e466&vjs=3
Chatbot Developer,ADP,"Roseland, NJ 07068",Not Provided,Full-time,You will help us reinvent how associates connect with HR using technology and how we provide support by merging automation with user experience.,https://www.indeed.com/rc/clk?jk=d67bcf4a4edb0da6&bb=97RZInC45rc9cXvZu3QKCzplg6sdSKCb162PLw2vWtaUKcvM77MN31cWcW5jFG3OKfBSzH2rRWabeZQv2cyi8BfmAfItiTLFZI-35bQ-LSO-tN2ERQulJQ%3D%3D&xkcb=SoAg67M3-uklW_XRih0CbzkdCdPP&fccid=e996c2d6855fe778&vjs=3
