Job Title,Company,Location,Salary($),Job-Type,Job-Description,Raw_Link
Creative Director,Rebuy,Remote in Utah,Not Provided,Not Provided,"Rebuy is SaaS application that is redefining data-powered shopping experiences with a new breed of personalization and merchandising solutions, which turn…",https://www.indeed.com/rc/clk?jk=f50082ead4cd7b9c&bb=b6754iWGRPHUdEyYloYV5fLvc-ZviiNbp7OWP8uQ8tzB43vq0jLJzcytlJ93_MQxHTiqcP8T8DYdQHuSxT_x0IEJTgz9S8MraueMV_YmiGwW6Qe08cCukaTpDxqVQbYF&xkcb=SoBs67M3-ui6122aYR0LbzkdCdPP&fccid=feae85bcecdfd7b5&vjs=3
SEO and AI Content Optimization Specialist (12-Month Assignment),Radio Free Asia,"Washington, DC 20036 (Dupont Circle area)",$45 - $60 an hour,Full-time,"You will evaluate RFA’s existing editorial and technical SEO, optimizing website content, and improving SEO to ensure high search-engine rankings.",https://www.indeed.com/rc/clk?jk=1a331f2c3916e75a&bb=b6754iWGRPHUdEyYloYV5Th0GoLWVPi1YnDarLvcGyi1WqRYP0fTuK5sdfq9ElJPEgT3Uj3OOT4CzVOhM1x5Ceoi7SvJruAmjkEb1XHiT_RV9ACvU3mfkhgV5oXVXRK8&xkcb=SoDY67M3-ui6122aYR0KbzkdCdPP&fccid=ebe4691f30a0c9b3&vjs=3
"Business Operations Manager, AWS Advertising & Social","Amazon Web Services, Inc.","Seattle, WA","$66,800 - $142,800 a year",Full-time,"5+ years of program or project management experience.
5+ years of defining and implementing process improvement initiatives using data and metrics experience.",https://www.indeed.com/rc/clk?jk=50ec24a820de4faa&bb=b6754iWGRPHUdEyYloYV5QjvELEgGiKKvjR6g9Y801qeP7cF-K-CslNz_dMOUFEMgjz5HScOYiWFM-OUjPG48MwkUTF-gWDDsGv6fK4EiwvPWOP5lvbKHQ%3D%3D&xkcb=SoBF67M3-ui6122aYR0JbzkdCdPP&fccid=5cc0cdc6dbb121cc&vjs=3
AI Engineer,BELVA,Remote,Not Provided,Full-time,"As an AI / ML Engineer, you will work closely with our ML and Data Engineers to turn Machine Learning models and data pipelines into robust software…",https://www.indeed.com/rc/clk?jk=3dcdf6ae394fd5e8&bb=b6754iWGRPHUdEyYloYV5Y-P3aJjdu1fzoiNZD2f4Hh0dDdrS3iqTIkMgIQ00Qf6t_HIWORVX9OZyG8suB5aKETiCP56sW94qFhxBfcyqeX5M6kOPnPne9TAN5oDqfEr&xkcb=SoDx67M3-ui6122aYR0IbzkdCdPP&fccid=70dbb8682c90aea7&cmp=BELVA&ti=Engineer&vjs=3
"Product Marketing Manager, AR Platform",Snapchat,"Hybrid work in Los Angeles, CA 90291","$143,000 - $252,000 a year",Full-time,"You will partner closely with our Product Management, Design and Partnerships teams to build and launch products and grow their adoption within the developer…",https://www.indeed.com/rc/clk?jk=121715a1ee19e590&bb=b6754iWGRPHUdEyYloYV5coXW7mQMDRx51vmu47mk9UUc_2j1GQtV0_khv6Zlojtmq_4ZW46wFdwkOz8ZclSIpymEDdKA1Kpjwkpk5_8009YhR4YaLCcqMHn2tKaZjoP&xkcb=SoB_67M3-ui6122aYR0PbzkdCdPP&fccid=f368300325e8e8bc&vjs=3
Creative Director,Vault Communications,"Hybrid work in Plymouth Meeting, PA 19462",Not Provided,Not Provided,You will work alongside the Senior Vice President of Creative Strategy to lead the charge in crafting innovative campaigns that resonate and achieve client…,https://www.indeed.com/rc/clk?jk=1feec3b9a1858c22&bb=b6754iWGRPHUdEyYloYV5etyAuCQdiaq3XcdNE-F_vJbcwnz804KnG9_ivGjWqKNrumWluMVJ-m9_gmFQfXutLzyL0m3_RPE4HQW1MeLZEbX8q-Z4tW9t1Hl7a5wqsgj&xkcb=SoDL67M3-ui6122aYR0ObzkdCdPP&fccid=98b114f54401d611&vjs=3
"Software Engineer, Integration, AI Platforms",Tesla,"Palo Alto, CA","$104,000 - $360,000 a year",Full-time,"As an Integration Engineer within our Autonomy teams, you will play a crucial role in advancing our AI platforms integration with vehicles and humanoid…",https://www.indeed.com/rc/clk?jk=54902f1ef38014a6&bb=b6754iWGRPHUdEyYloYV5R7SFXEGUloJSH-RvLau3G6Q3CSaR6EE3c2PToqzmYM0YkV69SabCaQzwzQqr-jMBzITqTcETlDo2f6R4ibt0hy0XJvGzQ2fQk_E9aUVAiap&xkcb=SoBW67M3-ui6122aYR0NbzkdCdPP&fccid=86e9be6ce380173e&vjs=3
Senior AI Engineer - Remote,The Cigna Group,Remote,Not Provided,Not Provided,"Utilizing Large Language Models (LLMs), Open Source, Machine Learning, and numerical programming frameworks, to build transformative solutions.",https://www.indeed.com/rc/clk?jk=87eed957fcd15be9&bb=b6754iWGRPHUdEyYloYV5Th0GoLWVPi1Q7lDSKoXwG458PBWO2vFkayMxc-S8-vHu82L6dkMHmCJFEDoHFsvwp-BiCtchpVRIEBkbiM_Farc5fx-a81NwQ%3D%3D&xkcb=SoDi67M3-ui6122aYR0MbzkdCdPP&fccid=afbf8c270610a38a&vjs=3
AI Engineer,Cornerstone Defense,"Bethesda, MD",Not Provided,Not Provided,"View all Cornerstone Defense jobs in Bethesda, MD - Bethesda jobs - Engineer jobs in Bethesda, MDSalary Search: AI Engineer salaries in Bethesda, MDSee popular questions & answers about Cornerstone Defense",https://www.indeed.com/rc/clk?jk=61b528624c24ea78&bb=b6754iWGRPHUdEyYloYV5ai-ZD9M-8nUkNtEaZi-Oj_5TEOEgPWoZQAhtlM2MtCw9XeIUfVIBiTpHMp1QTSo0bsyS6-yAACM7JM-iRo12jjFBYRAqLjPnKXko8cwn-fw&xkcb=SoAL67M3-ui6122aYR0DbzkdCdPP&fccid=c4dad3c95358e466&vjs=3
Chatbot Developer,ADP,"Roseland, NJ 07068",Not Provided,Full-time,You will help us reinvent how associates connect with HR using technology and how we provide support by merging automation with user experience.,https://www.indeed.com/rc/clk?jk=d67bcf4a4edb0da6&bb=b6754iWGRPHUdEyYloYV5cRkIB_B_Es_Vr44bHxGtGntgCThVuQy_QkggzxlLuMxMJgPNL89kP9gtXFHO-K0O8hVP4iXuvJLWhUJ1hQEvsRNKHKcovf8uQ%3D%3D&xkcb=SoC_67M3-ui6122aYR0CbzkdCdPP&fccid=e996c2d6855fe778&vjs=3
